Facility Name,Sample Point Type,PWS ID,PWS Name,Facility Water Type,Latitude,Longitude,EPA Region,State Territory or Tribe,Population Served,6:2 FTS,8:2 FTS,ADONA,HFPO-DA,NEtFOSAA,PFBA,PFBS,PFDA,PFDoA,PFHpA,PFHxA,PFHxS,PFMPA,PFNA,PFOA,PFOS,PFPeA,PFPeS,PFUnA,Grand Total
FRANKLIN COUNTY WATER SERVICES AUTHORITY,EP,AL0001500,FRANKLIN COUNTY WATER SERVICES AUTHORITY,SW-Surface Water,34.512334,-87.893163,04, AL,"4,866",,,,,,20.2,,,,,,,,,,,,,,20.2
Franklin Pump Station,EP,ME0090570,"FRANKLIN WATER DEPARTMENT, ME",GW-Groundwater,44.6123,-68.239661,01, ME,443,,,,,,6,,,,,10.2,,,,,,4,,,20.2
Franklin WTP,EP,OH8300412,FRANKLIN PUBLIC WATER SYSTEM,GW-Groundwater,39.48898,-84.278946,05, OH,"17,175",,,,,,,,,,,,,,,,4.1,,,,4.1
FREDERICK,EP,OK1011401,FREDERICK,SW-Surface Water,34.390425,-99.015345,06, OK,"3,940",,,,,,11.6,,,,,,,,,,,,,,11.6
FREEBURG,EP,IL1630600,FREEBURG,SW-Surface Water,38.4295,-89.911364,05, IL,"4,529",,,,,,,,,,,,,,,,13.7,,,,13.7
Freedom district WTP,EP,MD0060002,FREEDOM DISTRICT,SW-Surface Water,39.40231,-76.935589,03, MD,"24,867",,,,,,,,,,,,,,,,,3.2,,,3.2
French Village Booster Pump Station,EP,IL1631100,O FALLON,SW-Surface Water,38.588588,-89.907628,05, IL,"46,603",,,,,,12.1,,,,,,,,,,,,,,12.1
FRIENDSHIP PUMPHOUSE,EP,PA1150137,AQUA PA FRIENDSHIP,GW-Groundwater,40.035585,-75.794885,03, PA,"8,800",,,,,,,4.9,,,,,,,,7,9.5,,,,21.4
Fulton St. Plant,EP,PA7360045,EPHRATA AREA JOINT AUTHORITY,GW-Groundwater,40.18675,-76.185341,03, PA,"24,500",,,,,,,6.3,,,,4.6,,,,5,4.6,5.3,,,25.8
Furnace Brook Well 3,EP,MA4171000,MARSHFIELD WATER DEPARTMENT,GW-Groundwater,42.118772,-70.712909,01, MA,"34,000",,,,,,,,,,,3.9,,,,,,4.6,,,8.5
Gaffney Connection - Hwy 150 BPW Master Meter,EP,SC1120004,GOUCHER WD (1120004),SW-Surface Water,34.958207,-81.663627,04, SC,"4,904",,,,,,,,,,4.5,3.9,4.5,,,14,17,4.5,,,48.4
Gafney BPW Intertie,EP,SC1110002,BLACKSBURG TOWN OF (1110002),SW-Surface Water,35.118202,-81.524984,04, SC,"4,225",,,,,,,,,,4.6,4.3,4,,,10.6,9.9,3.9,,,37.3
Galesburg Interconnection,EP,IL0950050,ABINGDON,GW-Groundwater,40.804373,-90.401181,05, IL,"2,951",,,,,,46,3.2,,,,,,,,9.4,4.8,9,,,72.4
GALVESTON COUNTY WCID 8 WP #1,EP,TX0840009,GALVESTON COUNTY WCID 8,SW-Surface Water,29.374431,-95.09094,06, TX,"6,732",,,,,,19.3,3,,,,4.2,,,,,,135,,,161.5
Ganado 2,EP,NN0403001,Ganado-Burnside-Cornfield-Steamboat NTUA,GW-Groundwater,35.648,-109.679314,09,Other,"4,455",,,,,,,,,,,,4.3,,,,,,,,4.3
GARDINER WATER DISTRICT,EP,ME0090610,GARDINER WATER DISTRICT,GW-Groundwater,44.218557,-69.795218,01, ME,"8,000",,,,,,,,,,,4.1,,,,,,,,,4.1
Garner,EP,TX1010293,CITY OF PASADENA,"MX-Any combination of GW, SW, and GU",29.683022,-95.176373,06, TX,"153,000",,,,,,5.7,3.2,,,,5.9,3.9,,,,,6.5,,,25.2
Garnsey Water Plant,EP,FL3641044,"PORT ORANGE, CITY OF",GW-Groundwater,29.11701,-80.98201,04, FL,"71,232",,,,,,,,,,,3.8,,,,,,,,,3.8
Garvin CO RWD #4,EP,OK3002503,GARVIN CO RWD #4,SW-Surface Water,-,-,06, OK,-,,,,,,6.2,,,,,,,,,,,,,,6.2
Garvin CO RWD 4,EP,OK3002503,GARVIN CO RWD #4,SW-Surface Water,-,-,06, OK,-,,,,,,6.5,,,,,,,,,,,,,,6.5
GASTONIA SCURRY SUD,EP,TX1290015,GASTONIA SCURRY SUD,SW-Surface Water,32.519148,-96.413726,06, TX,"9,417",,,,,,,,,,,,,,,,4.1,,,,4.1
Gate 1 B1296 Meter Pit,EP,RI1000016,"NAVAL STATION, NEWPORT",SW-Surface Water,41.512293,-71.248662,01, RI,"7,871",,,,,,,,,,,,,,,,,3.1,,,3.1
GATE HOUSE,EP,PA5040039,MONACA BORO WATER DEPT,GW-Groundwater,40.682566,-80.274263,03, PA,"6,500",,,,,,,6.1,,,,,5.8,,,,,,,,11.9
GBRA CALHOUN COUNTY RURAL WATER SYSTEM,EP,TX0290007,GBRA CALHOUN COUNTY RURAL WATER SYSTEM,SW-Surface Water,28.546335,-96.62873,06, TX,"4,482",,,,,,12.3,6.7,,,,10,8.7,,,,,15.1,,,52.8
GBRA Water Intertie,EP,TX0290002,CITY OF PORT LAVACA,SW-Surface Water,28.609635,-96.631219,06, TX,"11,854",,,,,,14.2,6.5,,,,10,6.7,,,5.9,,16.3,,,59.6
GBRA Water Intertie,,TX1050002,CITY OF KYLE,SW-Surface Water,30.000653,-97.870352,06, TX,"41,940",,,,,,,,,,,,,,,,,3.1,,,3.1
GCWA Intertie,EP,TX0840006,CITY OF LA MARQUE,SW-Surface Water,29.365348,-94.991801,06, TX,"15,154",,,,,,,,,,,,,,,,,16.8,,,16.8
GCWSA - JARRATT,EP,VA3081550,GCWSA - JARRATT,SW-Surface Water,36.813299,-77.473234,03, VA,"7,190",,,,,,5.9,,,,,4.1,,,,,,6.3,,,16.3
General PWS Facility,EP,IA3126052,DUBUQUE WATER WORKS,GW-Groundwater,42.502771,-90.69788,07, IA,"59,667",,,,,,8,,,,,,,,,,,,,,8
GEORGETOWN CITY OF (SC2210001),EP,SC2210001,GEORGETOWN CITY OF (2210001),SW-Surface Water,33.361797,-79.313124,04, SC,"9,304",,,,,,,3,,,,3.2,,,,4.7,8.3,3,,,22.2
Georgetown Municipal Water and Sewer,EP,KY1050157,GEORGETOWN MUNICIPAL WATER SERVICE,GU-Groundwater Under Influence of Surface Water,38.28386,-84.641782,04, KY,"35,714",,,,,,11,9.4,,,4.7,14,3,,,9.3,12,23,,,86.4
Germany Flats Wells TP,EP,NJ1918004,SPARTA TWP WATER UTILITY - LAKE MOHAWK,GW-Groundwater,41.019862,-74.65227,02, NJ,"17,628",,,,,,8.1,,,,,7.9,,,,,,14.4,,,30.4
GHU CUC Intertie,EP,AK2310900,COLLEGE UTILITIES CORPORATION,GW-Groundwater,64.845749,-147.835039,10, AK,"27,000",,,,,,,,,,,4.3,10.5,,,6.4,,3.9,,,25.1
GHU WTP,EP,AK2310730,GOLDEN HEART UTILITIES,GW-Groundwater,64.836711,-147.735282,10, AK,"78,324",,,,,,,,,,,3.7,8.8,,,5.4,,3.3,,,21.2
"GIBSONVILLE, TOWN OF",EP,NC0241025,"GIBSONVILLE, TOWN OF",SW-Surface Water,36.099967,-79.540293,04, NC,"8,920",,,,,,,,,,,,,,,,5.6,,,,5.6
GILBERTOWN (UTILITIES BOARD OF TOWN OF),EP,AL0000237,GILBERTOWN (UTILITIES BOARD OF TOWN OF),GW-Groundwater,31.871244,-88.315854,04, AL,"8,157",,,,,,,,,,3.1,,,,,,,,,,3.1
Glade Rd PS,EP,TX2200063,CITY OF NORTH RICHLAND HILLS,SW-Surface Water,32.860301,-97.21829,06, TX,"71,600",,,,,,7.9,4.6,,,,3.8,,,,,4.2,4.2,,,24.7
Glatia Intertie,EP,IL1995120,CORINTH PWD,SW-Surface Water,37.019095626324,-91.150589145162,05, IL,"3,927",,,,,,5.6,,,,,,,,,,,,,,5.6
GLEN CARBON,EP,IL1190300,GLEN CARBON,SW-Surface Water,38.75091,-89.977334,05, IL,"12,943",,,,,,14,,,,,,,,,,,,,,14
Glenn Road Plant,EP,CA3610043,GOLDEN STATE WATER CO - BARSTOW,GW-Groundwater,34.888722,-117.044897,09, CA,"32,328",,,,,,,,,,,5.4,5,,,5.7,,4.9,,,21
Glenville WTP,EP,NC0326010,FAYETTEVILLE PUBLIC WORKS COMM,SW-Surface Water,35.04777,-78.909718,04, NC,"214,137",,,,,,7.9,7.5,,,4.4,11.1,6.1,,,9.1,15.4,11.3,,,72.8
GLWA (Northeast WTP),EP,MI0005820,"ROSEVILLE, CITY OF",SW-Surface Water,42.511708,-82.935034,05, MI,"47,299",7.8,,,,,,,,,,,,,,,,,,,7.8
GMIWA Intertie,EP,TX0380013,RRA TELL CEE VEE WS,"MX-Any combination of GW, SW, and GU",34.296031,-100.333944,06, TX,534,,,,,,10.8,,,,,,,,,,,,,,10.8
Godfrey WTP,EP,MA2185000,MILFORD WATER COMPANY,GW-Groundwater,42.151918,-71.519091,01, MA,"30,379",,,,,,,,,,,,,,,6.1,6.1,3.5,,,15.7
Gold Street Connection,EP,PA3060067,SHILLINGTON MUNI AUTH,SW-Surface Water,40.297967,-75.978013,03, PA,"11,709",,,,,,,3.9,,,,,,,,,,3.3,,,7.2
GP WELL  1,EP,MA3320000,WENHAM WATER DEPT.,GW-Groundwater,42.59727,-70.918061,01, MA,"3,942",,,,,,,3.9,,,,6.7,,,,7.2,6.4,6.8,,,31
GP WELL  1,,MA4036002,NORTH SAGAMORE WATER DISTRICT,GW-Groundwater,41.788978,-70.539358,01, MA,"4,668",,,,,,,,,,,4.5,,,,,,3.7,,,8.2
GP WELL  2,EP,MA2270001,MCI SHIRLEY,GW-Groundwater,42.530383,-71.65882,01, MA,"3,500",,,,,,,,,,,,8.6,,,,,,,,8.6
GP WELL  3,EP,MA4020000,BARNSTABLE FIRE DISTRICT,GW-Groundwater,41.696665,-70.303982,01, MA,"5,400",,,,,,,,,,,,3.6,,,,7.1,,,,10.7
GP WELL # 2,EP,MA4020000,BARNSTABLE FIRE DISTRICT,GW-Groundwater,41.696665,-70.303982,01, MA,"5,400",,,,,,,10.3,,,,3.1,,,,,,4,,,17.4
GP Well #1 (Pine Street),EP,MA4218000,NORTON WATER DEPARTMENT,GW-Groundwater,41.971144,-71.173073,01, MA,"19,161",,,,,,,,,,,,6.4,,,,,,,,6.4
GP Well #2,EP,MA4231000,PEMBROKE WATER DIVISION DPW,GW-Groundwater,42.054585,-70.801283,01, MA,"18,188",,,,,,,,,,,4.8,,,,,,5.7,,,10.5
GP Well #3,EP,MA4218000,NORTON WATER DEPARTMENT,GW-Groundwater,41.971144,-71.173073,01, MA,"19,161",,,,,,,4.7,,,3.2,4.1,,,,8.8,,4,,,24.8
GP Well #3,,MA4231000,PEMBROKE WATER DIVISION DPW,GW-Groundwater,42.054585,-70.801283,01, MA,"18,188",,,,,,,,,,,,,,,,,3.1,,,3.1
"GP WELL 3, NELSON STREET",EP,MA2226000,AQUARION WATER COMPANY OXFORD,GW-Groundwater,42.112542,-71.868523,01, MA,"6,856",,,,,,,,,,,3.4,,,,,,,,,3.4
GPW  1 LANCASTER AVENUE,EP,MA2162000,LUNENBURG WATER DISTRICT,GW-Groundwater,42.587237,-71.747405,01, MA,"7,145",,,,,,,,,,,4.1,,,,4.8,,4.5,,,13.4
GRAHAM PLANT,EP,TX0390019,DEAN DALE SUD,SW-Surface Water,33.923404,-98.382378,06, TX,"3,747",,,,,,10.3,,,,,,,,,,,,,,10.3
Graham Water Intertie,EP,NC0201018,"MEBANE, CITY OF",SW-Surface Water,36.081041,-79.271692,04, NC,"18,579",,,,,,,7.2,,,,,,,,5,5.1,,,,17.3
Graham-Mebane,EP,NC0201015,"GRAHAM, CITY OF",SW-Surface Water,36.058873,-79.402456,04, NC,"18,057",,,,,,,6.6,,,,,,,,4,4.8,,,,15.4
Grand Forks Regional Water Treatment Plant,EP,ND1800410,GRAND FORKS REGIONAL WTP,SW-Surface Water,47.901252,-97.057777,08, ND,"57,339",,,,,,6.4,,,,,,,,,,,,,,6.4
Grand Island Water Plant,EP,FL3350346,"EUSTIS, CITY OF (4 WPS)",GW-Groundwater,28.842175,-81.660192,04, FL,"38,966",,,,,,,12,,,,,,,,,,,,,12
Grand Strand Bulls Creek - Connection,EP,SC2610011,N MYRTLE BEACH CITY OF (SC2610011),SW-Surface Water,33.800977,-78.750894,04, SC,"40,625",,,,,,,3.5,,,3,4.3,,,,7.1,8.4,5.2,,,31.5
Grand Strand Myrtle Beach - Connection,EP,SC2610011,N MYRTLE BEACH CITY OF (SC2610011),SW-Surface Water,33.800977,-78.750894,04, SC,"40,625",,,,,,5,,,,,,,,,,,,,,5
Grandview Medical Center,EP,OH5750615,GRANDVIEW MEDICAL CENTER PWS,GU-Groundwater Under Influence of Surface Water,39.79216,-84.216028,05, OH,"1,850",,,,,,,,,,,3.9,8.7,,,,6.6,3.9,,,23.1
Grandview Wells,EP,MT0000259,KALISPELL PUBLIC WORKS,GW-Groundwater,48.186539,-114.301534,08, MT,"20,008",,,,,,,,,,,,5,,,,6.6,,,,11.6
GRAVERS SPRING,EP,PA7360135,EAST PETERSBURG BOROUGH,GU-Groundwater Under Influence of Surface Water,40.100425,-76.351208,03, PA,"6,215",,,,,,,4.9,,,,6.1,,,,5.6,5.7,6,,,28.3
GRAY,EP,GA1690000,GRAY,GW-Groundwater,33.006434,-83.529789,04, GA,"9,551",,,,,,,3.5,,,,3.4,3.7,,,6.8,6.3,3.3,,,27
Great Pond Treatment Plant,EP,MA4040000,BRAINTREE WATER AND SEWER DEPT.,SW-Surface Water,42.204331,-71.018031,01, MA,"39,143",,,,,,,,,,,3.4,,,,4.4,8.3,3.8,,,19.9
Green River WTP,EP,KY0160052,BUTLER COUNTY WATER SYSTEM INC,SW-Surface Water,37.109425,-86.712828,04, KY,"14,256",,,,,,,,,,,,,,,,,5.6,,,5.6
Greensand Filter Plant (Wells 25-26 & 30-32),EP,IL0730500,GENESEO,GW-Groundwater,41.454583,-90.159786,05, IL,"6,539",,,,,,7.4,,,,,,,,,,,,,,7.4
Gretna,EP,FL6277059,HERNANDO CO UTL-WEST,GW-Groundwater,28.489749,-82.556696,04, FL,"135,207",,,,,,,4.2,,,,,,,,,,3.3,,,7.5
Griffin,EP,GA2550036,SPALDING COUNTY WATER SYSTEM,SW-Surface Water,33.295749,-84.305842,04, GA,"40,430",,,,,,,7.8,,,3.2,8.6,11,,,6.1,10,10,,,56.7
Griffith WTP,EP,VA6059501,FAIRFAX COUNTY WATER AUTHORITY,SW-Surface Water,38.798243,-77.289196,03, VA,"1,121,613",,,,,,9.6,5.1,,,3.9,9.6,,,,5,4.7,10.7,,,48.6
Grimes/Northwest WTP,EP,TX2210001,CITY OF ABILENE,SW-Surface Water,32.434823,-99.74187,06, TX,"123,886",,,,,,16.7,6.7,,,9,20.5,25.2,,,6.9,23.3,16.1,,,124.4
Grosse Avenue Plant,EP,FL6521784,TARPON SPRINGS WATER SYSTEM,GW-Groundwater,28.141631,-82.76416,04, FL,"28,875",,,,,,10.5,14.6,,,4.4,7,7.5,,,10.5,36.3,10.2,,,101
Grossenbacher WTP (WTP #1),EP,FL3480200,"APOPKA, CITY OF (5 WTPS)",GW-Groundwater,28.667398,-81.60887,04, FL,"74,354",,,,,,,,,,,,,,,,24.8,,,,24.8
GROVE HILL WATER WORKS,EP,AL0000255,GROVE HILL WATER WORKS,GW-Groundwater,31.6999,-87.774042,04, AL,"5,280",,,,,,,4.8,,,,,,,,,,,,,4.8
Gulf Coast Water Intertie,EP,TX0840001,GALVESTON COUNTY WCID 1,SW-Surface Water,29.459655,-95.05572,06, TX,"32,214",,,,,,12.1,3.7,,,,5.4,,,,,,157,,,178.2
Gumwood Road TP#4 (Wells 13-16),EP,IN5271009,MISHAWAKA UTILITIES,GW-Groundwater,41.665161,-86.148054,05, IN,"49,675",,,,,,5.2,,,,,,,,,,,3.3,,,8.5
Hackberry Pump Station,EP,TX0570050,CITY OF IRVING,SW-Surface Water,32.858394,-96.970226,06, TX,"240,420",,,,,,8.9,4.4,,,,6.9,,,,,,6.7,,,26.9
Halifax Co Connection,EP,NC0442028,"LITTLETON, TOWN OF",SW-Surface Water,36.432079,-77.910031,04, NC,"1,540",,,,,,,,,,,,,,,4,6.9,,,,10.9
Hamilton Connection,EP,PA3390065,SWT MAIN SYSTEM,SW-Surface Water,40.607485,-75.534543,03, PA,"14,500",,,,,,,,,,,,,,,,,4.1,,,4.1
HAMILTON COUNTY WATER DISTRICT,EP,IL0651000,HAMILTON COUNTY WATER DISTRICT,SW-Surface Water,38.071226,-88.53115,05, IL,"3,762",,,,,,6,,,,,,,,,,,,,,6
HANDY SANITARY DISTRICT,EP,NC0229035,HANDY SANITARY DISTRICT,SW-Surface Water,35.571386,-80.111589,04, NC,"7,899",,,,,,,,,,,,,,,,,3.3,,,3.3
HANNIBAL PWS,EP,MO2010344,HANNIBAL PWS,SW-Surface Water,39.707375,-91.386143,07, MO,"17,108",,,,,,12.4,,,,,,,,,,,,,,12.4
"Happy Hollow GP Wells 1, 2 and 3",EP,MA3315000,WAYLAND WATER DEPARTMENT,GW-Groundwater,42.359577,-71.359274,01, MA,"14,331",,,,,,5,,,,,,,,,,,10,,,15
HARBOR HILLS/SOUTH PLANT,EP,FL3354781,HARBOR HILLS - 2 WTPS,GW-Groundwater,28.923736,-81.859267,04, FL,"1,219",,,,,,,,,,,,5,,,,5.3,,,,10.3
Harborview GST,EP,TX0570085,CITY OF GLENN HEIGHTS,SW-Surface Water,32.545885,-96.854447,06, TX,"18,090",,,,,,6.4,3.9,,,,4.2,,,,,,4.6,,,19.1
HARLETON WSC,EP,TX1020074,HARLETON WSC,SW-Surface Water,32.696859,-94.514992,06, TX,"5,040",6.3,,,,,10,4.8,,,,6.5,,,,,,164,,,191.6
Harnett County Water Intertie,EP,NC0392050,"HOLLY SPRINGS, TOWN OF",SW-Surface Water,35.65419,-78.83354,04, NC,"45,058",,,,,,7,4.5,,,,7.4,,,,5.1,9.2,5.9,,,39.1
Harnett County Water Intertie,,NC0392055,"FUQUAY-VARINA, TOWN OF",SW-Surface Water,35.591684,-78.785084,04, NC,"39,065",,,,,,5.2,,,,,4.3,,,,5.9,6.6,4.2,,,26.2
Harris Co. Water Plant,EP,GA1450011,HARRIS COUNTY WATER SYSTEM,SW-Surface Water,32.694754,-85.096626,04, GA,"22,922",,,,,,,4.6,,,,6.1,,,,5.8,6.9,6.8,,,30.2
HARRIS COUNTY MUD 148 KINGSLAKE,EP,TX1010938,HARRIS COUNTY MUD 148 KINGSLAKE,SW-Surface Water,29.89423,-95.219273,06, TX,"4,347",,,,,,,4.6,,,,4.2,,,,,,4,,,12.8
Harris County MUD 157 Entry Point 1,EP,TX1011430,HARRIS COUNTY MUD 157,GW-Groundwater,29.875155,-95.714323,06, TX,"11,928",,,,,,,4.3,,,,9.2,3.7,,,,,7.8,,,25
Harris County MUD 157 Entry Point 2,EP,TX1011430,HARRIS COUNTY MUD 157,GW-Groundwater,29.875155,-95.714323,06, TX,"11,928",,,,,,,4.1,,,,9.9,3.5,,,,,8.1,,,25.6
Harris County MUD 157 Entry Point 3,EP,TX1011430,HARRIS COUNTY MUD 157,GW-Groundwater,29.875155,-95.714323,06, TX,"11,928",,,,,,,4.3,,,,9.1,3.2,,,,,8.2,,,24.8
HARRIS COUNTY MUD 16,EP,TX1011705,HARRIS COUNTY MUD 16,SW-Surface Water,29.991284,-95.484329,06, TX,"5,982",,,,,,5.5,,,,,,,,,,,,,,5.5
HARRIS COUNTY MUD 179,EP,TX1011848,HARRIS COUNTY MUD 179,SW-Surface Water,29.898957,-95.631851,06, TX,"5,178",,,,,,7.3,,,,,5.1,3.1,,,,,5.6,,,21.1
HARRIS COUNTY MUD 185,EP,TX1011914,HARRIS COUNTY MUD 185,SW-Surface Water,29.858931,-95.642305,06, TX,"4,548",,,,,,7.1,,,,,4.9,3,,,,,5.8,,,20.8
HARRIS COUNTY MUD 186,EP,TX1012214,HARRIS COUNTY MUD 186,SW-Surface Water,29.884122,-95.641046,06, TX,"4,005",,,,,,7.3,3.2,,,,5.8,,,,,,6.5,,,22.8
HARRIS COUNTY MUD 188,EP,TX1011982,HARRIS COUNTY MUD 188,SW-Surface Water,29.91074,-95.634048,06, TX,"9,279",,,,,,5.3,,,,,,,,,,,,,,5.3
HARRIS COUNTY MUD 196,EP,TX1013002,HARRIS COUNTY MUD 196,SW-Surface Water,29.933293,-95.679878,06, TX,"6,543",,,,,,14.6,7.2,,,,12.8,6.5,,,,,14.4,,,55.5
HARRIS COUNTY MUD 208,EP,TX1012419,HARRIS COUNTY MUD 208,SW-Surface Water,29.891029,-95.66041,06, TX,"3,642",,,,,,7.2,,,,,4.4,,,,,,4.9,,,16.5
HARRIS COUNTY MUD 23,EP,TX1010649,HARRIS COUNTY MUD 23,SW-Surface Water,29.880136,-95.515921,06, TX,"3,633",,,,,,6.4,,,,,3.6,,,,,,3.6,,,13.6
HARRIS COUNTY MUD 230,EP,TX1012740,HARRIS COUNTY MUD 230,GW-Groundwater,29.97274,-95.57279,06, TX,"7,656",,,,,,,4.3,,,,8.5,,,,,,15,,,27.8
HARRIS COUNTY MUD 238,EP,TX1012361,HARRIS COUNTY MUD 238,SW-Surface Water,29.81497,-95.69757,06, TX,"7,773",,,,,,5,,,,,,,,,,,,,,5
HARRIS COUNTY MUD 276,EP,TX1012942,HARRIS COUNTY MUD 276,SW-Surface Water,29.857571,-95.649248,06, TX,"4,926",,,,,,5.3,,,,,,,,,,,,,,5.3
"HARRIS COUNTY MUD 278, WP2",EP,TX1012835,HARRIS COUNTY MUD 278,SW-Surface Water,29.982427,-95.224727,06, TX,"8,658",,,,,,6,,,,,,,,,,,,,,6
HARRIS COUNTY MUD 285,EP,TX1012677,HARRIS COUNTY MUD 285,SW-Surface Water,29.810943,-95.171301,06, TX,"13,158",,,,,,5.1,,,,,,,,,,,,,,5.1
HARRIS COUNTY MUD 361,EP,TX1013123,HARRIS COUNTY MUD 361,GW-Groundwater,29.924919,-95.16615,06, TX,"3,705",,,,,,14.6,,,,,,,,,,,,,,14.6
HARRIS COUNTY MUD 367,EP,TX1013040,HARRIS COUNTY MUD 367,SW-Surface Water,30.032581,-95.567255,06, TX,"6,759",,,,,,,,,,,3.1,,,,,,3,,,6.1
"HARRIS COUNTY MUD 412, WP1",EP,TX1013354,HARRIS COUNTY MUD 412,SW-Surface Water,29.958288,-95.17485,06, TX,"3,633",,,,,,5.3,,,,,,,,,,,,,,5.3
HARRIS COUNTY MUD 49,EP,TX1011462,HARRIS COUNTY MUD 49,SW-Surface Water,29.93802,-95.218092,06, TX,"10,722",,,,,,5.1,,,,,3,,,,,,3.2,,,11.3
HARRIS COUNTY MUD 70,EP,TX1011690,HARRIS COUNTY MUD 70,SW-Surface Water,29.88723,-95.690267,06, TX,"5,763",,,,,,6.6,,,,,,,,,,,3,,,9.6
HARRIS COUNTY MUD 8,EP,TX1010712,HARRIS COUNTY MUD 8,SW-Surface Water,29.785574,-95.205327,06, TX,"6,066",,,,,,7.5,3.1,,,,5.2,3.3,,,,,6.1,,,25.2
HARRIS COUNTY MUD 86,EP,TX1012953,HARRIS COUNTY MUD 86,SW-Surface Water,30.011313,-95.442171,06, TX,"5,397",,,,,,6.5,,,,,,,,,,,,,,6.5
HARRIS COUNTY WCID 116,EP,TX1010507,HARRIS COUNTY WCID 116,GW-Groundwater,29.988202,-95.515876,06, TX,"3,627",,,,,,9.4,3.1,,,,5,,,,,,6.5,,,24
HARRIS COUNTY WCID 119,EP,TX1010509,HARRIS COUNTY WCID 119,SW-Surface Water,30.02036,-95.560344,06, TX,"8,994",,,,,,,4.3,,,,8.7,,,,,,12.6,,,25.6
HARRISON W DEPT,EP,NJ0904001,HARRISON W DEPT,SW-Surface Water,40.743066,-74.15298,02, NJ,"14,425",,,,,,,,,,,,,,,5.6,,,,,5.6
HART CO. WATER & SEWER AUTH.,EP,GA1470065,HART CO. WATER & SEWER AUTH.,SW-Surface Water,34.44574,-82.889061,04, GA,"5,637",,,,,,,4.8,,,,,,,,,,,,,4.8
Harwoods Mill,EP,VA3700500,"NEWPORT NEWS, CITY OF",SW-Surface Water,37.083318,-76.466439,03, VA,"407,300",,,,,,,,,,,,,,,,,3.3,,,3.3
Haselton WTP,EP,FL3350346,"EUSTIS, CITY OF (4 WPS)",GW-Groundwater,28.842175,-81.660192,04, FL,"38,966",,,,,,,3.1,,,,,3,,,,6.3,,,,12.4
Havana Plant,EP,TX1080022,AGUA SUD,SW-Surface Water,26.20578,-98.408427,06, TX,"64,633",,,,,,11.9,,,,,,,,,,,,,,11.9
HAVERHILL ST. GP WELL 2,EP,MA3254000,ROWLEY WATER DEPARTMENT,GW-Groundwater,42.718914,-70.917166,01, MA,"6,637",5.1,,,,,6,,,,3.4,9.1,,,,7.1,5.5,14.1,,,50.3
Hawk Pride,EP,AL0000314,COLBERT COUNTY RURAL WATER SYSTEM,GU-Groundwater Under Influence of Surface Water,34.737634,-87.841874,04, AL,"13,395",,,,,,,5.6,,,,3.7,,,,,6.1,,,,15.4
HAWKINS ROAD CAMP,EP,FL6296141,HAWKINS ROAD CAMP,GW-Groundwater,27.920609,-82.116772,04, FL,71,,,,,,,4.6,,,,3.2,,,,,4.7,4.6,,,17.1
HAWLEY WSC,EP,TX1270006,HAWLEY WSC,SW-Surface Water,32.64491,-99.778583,06, TX,"7,830",,,,,,35,10.3,,,13,25.4,34.4,,,,32.7,21.7,,,172.5
Haworth Treatment Plant,EP,NJ0238001,SUEZ WATER NEW JERSEY HACKENSACK,SW-Surface Water,40.906802,-74.018495,02, NJ,"792,713",,,,,,,,,,,4.5,,,,12,,4.6,,,21.1
Hays Water TP,EP,KS2005111,"HAYS, CITY OF",GW-Groundwater,38.879025,-99.320829,07, KS,"20,795",7,,,,,,,,,,6.1,,,,,,10.7,,,23.8
HEATHERLOCH MUD,EP,TX1010548,HEATHERLOCH MUD,SW-Surface Water,29.992498,-95.511995,06, TX,"6,612",,,,,,7.6,,,,,,,,,,,,,,7.6
Hefner WTP,EP,OK1020902,OKLAHOMA CITY,SW-Surface Water,35.48839,-97.543822,06, OK,"644,000",,,,,,,,,,,,,,,,,3.1,,,3.1
Hemphill Plant,EP,GA1210001,ATLANTA,SW-Surface Water,33.691646,-84.521995,04, GA,"1,089,893",,,,,,,3.6,,,,4.2,,,,,,3.6,,,11.4
Hempstead Water Plant,EP,NY2902827,HEMPSTEAD (V),GW-Groundwater,40.704172,-73.619575,02, NY,"56,000",,,,,,,,,,,,,,,,4.7,,,,4.7
Henderson-Kerr Lake Reg. Water,EP,NC0291010,HENDERSON-KERR LAKE REG WTR,SW-Surface Water,36.319779,-78.437025,04, NC,"14,998",,,,,,,,,,,,,,,,4.2,,,,4.2
HENRY COUNTY WATER COMPANY,EP,MO1010177,HENRY COUNTY WATER COMPANY,SW-Surface Water,38.371543,-93.766945,07, MO,"11,373",,,,,,5.3,,,,,,,,,,,,,,5.3
HERCULANEUM PWS,EP,MO6010359,HERCULANEUM PWS,GU-Groundwater Under Influence of Surface Water,38.254796,-90.399106,07, MO,"4,227",,,,,,5.4,,,,,,,,,,,,,,5.4
HERITAGE HILL,EP,PA7010022,LITTLESTOWN BORO,GW-Groundwater,39.746455,-77.087484,03, PA,"7,300",,,,,,,4.8,,,,,,,,,,,,,4.8
HERITAGE HILLS WATER,EP,NY5917221,HERITAGE HILLS WATERWORKS CORP,GW-Groundwater,41.339666,-73.702088,02, NY,"4,700",,,,,,,,,,,,,,,6.6,6.1,,,,12.7
Hershey Plant,EP,PA7220017,PA AMER WATER CO,SW-Surface Water,40.289951,-76.647116,03, PA,"46,000",,,,,,,,,,,,,,,,,3.1,,,3.1
